,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
년 평균,12.3,11.3,12.5,11.5,12.2,12.7,12.5,11.1,11.3,12.3,12.2,11.7,12,11.4,12.1,12,12.7,12.8,12,12.2,11.6,13,11.7,11.8,12.4,13.2,12.5,12.2,12.4,12.4,12.2,12.9,12.1,12.6,13,12.7,12.7,12.4,12.1,12.1,12.6,12.8,13.1,13.4,12.8,12.8,13.3,13,13.3,12.9
